run_id,batch_option,batch_name,n,handoff_strategy_name,original_run23_candidate_id,original_run23_strategy_name,candidate_family,candidate_source,generation_method,selection_bucket,priority_role,pred_reward_ET_F01,pred_reward_Ridge_F03,pred_reward_Ridge_F06,pred_reward_ET_F04,pred_reward_ET_F05,model_prediction_mean,model_prediction_std,pred_uncertainty_ET_F01_std,disagreement_ET_F01_vs_Ridge_F03,disagreement_ET_F01_vs_Ridge_F06,novelty_distance_to_combined108,nearest_existing_teacher_strategy,predicted_gap_vs_combined108_best,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,12,S3R24L64_N12_B01_top_region,R23_N12_C00266,N12_R23_N12_C00266_known_best_mutation,known_best_mutation,combined108_known_best_mutation,reverse_segment_065,top_region_local_search,top_region_local_search,0.7507307222595823,0.3080402677752805,0.28912899021493094,0.25328314035711935,0.2599192629676317,0.372220476714909,0.19028975427993852,0.09009156663303734,0.4426904544843018,0.4616017320446513,0.015151515151515152,S3R19B28_N12_B01_surrogate_top,-0.1003562342621569,"[1,11,9,5,7,3,2,0,4,6,8,10]",1-11-9-5-7-3-2-0-4-6-8-10,59a4564dddea3d39,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,12,S3R24L64_N12_B02_top_region,R23_N12_C00085,N12_R23_N12_C00085_known_best_mutation,known_best_mutation,combined108_known_best_mutation,reverse_segment_065,top_region_local_search,top_region_local_search,0.775945260938866,0.28316953138375867,0.26435753523391803,0.26251005261686006,0.26588813253221544,0.37037410254112363,0.2029207162875177,0.053451038267511415,0.4927757295551073,0.5115877257049479,0.06060606060606061,N12_A02_odd_even_interlaced,-0.0751416955828732,"[0,4,6,8,10,2,1,3,5,7,9,11]",0-4-6-8-10-2-1-3-5-7-9-11,1cde2b67a4c422fe,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,12,S3R24L64_N12_B03_model_disagreement,R23_N12_C00245,N12_R23_N12_C00245_known_best_mutation,known_best_mutation,combined108_known_best_mutation,reverse_segment_025,model_disagreement,top_region_local_search,0.7810377734675663,0.26756010864492763,0.2488541297787613,0.26505451355946563,0.2673143202466845,0.3659641691394811,0.2076529646918829,0.03807847443036909,0.5134776648226387,0.532183643688805,0.015151515151515152,S3R19B28_N12_B02_u2_primary_top,-0.07004918305417285,"[1,5,7,9,11,3,2,0,4,6,8,10]",1-5-7-9-11-3-2-0-4-6-8-10,06159883e6ddc52e,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,12,S3R24L64_N12_B04_uncertainty_calibration,R23_N12_C00090,N12_R23_N12_C00090_known_best_mutation,known_best_mutation,combined108_known_best_mutation,reverse_segment_081,uncertainty_calibration,model_disagreement,0.5092473840740507,0.2770181228828784,0.2575805574567207,0.20268090700476418,0.1890888593428381,0.2871231661522504,0.11580610196092232,0.2236508142848433,0.23222926119117226,0.25166682661733,0.045454545454545456,S3B20_N12_B04_surrogate_top,-0.3418395724476885,"[0,10,8,6,4,3,1,2,5,7,9,11]",0-10-8-6-4-3-1-2-5-7-9-11,6e7afc0358f50959,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,12,S3R24L64_N12_B05_diversity_coverage,R23_N12_C00355,N12_R23_N12_C00355_combined108_seed_mutation,combined108_seed_mutation,combined108_known_best_mutation,swap_early_late_blocks_035,diversity_coverage,top_region_local_search,0.3994155350869574,0.26244032096657455,0.24217688469968282,0.1410518469537365,0.14097532675497665,0.2372119828923856,0.09537229929568461,0.12363851477316512,0.13697521412038283,0.15723865038727455,0.48484848484848486,S3B20_N12_B03_method_c_inspired,-0.4516714214347818,"[8,11,6,9,1,4,7,10,2,5,0,3]",8-11-6-9-1-4-7-10-2-5-0-3,3a2cff7d7a0ab264,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,12,S3R24L64_N12_B06_tradeoff_probe,R23_N12_C00047,N12_R23_N12_C00047_teacher_best_local_search,teacher_best_local_search,combined108_known_best_mutation,biased_random_perturbation_151,tradeoff_probe,model_disagreement,0.4010050808693444,0.17058980767315746,0.14921356368795874,0.13129828726380124,0.1385829917493257,0.1981379462487175,0.10229555422965146,0.09410655817452983,0.23041527319618693,0.25179151718138565,0.3181818181818182,N12_A13_graph_pointer_policy_anti_odd_even_novelty,-0.45008187565239477,"[10,3,6,7,8,5,0,9,4,11,2,1]",10-3-6-7-8-5-0-9-4-11-2-1,d46806645d6af179,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,12,S3R24L64_N12_B07_sentinel_control,R23_N12_C00720,N12_R23_N12_C00720_negative_control_low_adjacent,negative_control_low_adjacent,geometry_first_random_sweep,low_adjacent_seeded,sentinel_control,sentinel,0.31766212013777184,0.23890803326731952,0.21993892551974698,0.13291648491423635,0.13165072398169436,0.20821525756415382,0.07012865257965505,0.11800580387419929,0.07875408687045232,0.09772319461802487,0.4696969696969697,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,-0.5334248363839673,"[7,11,8,6,9,0,2,10,3,1,4,5]",7-11-8-6-9-0-2-10-3-1-4-5,0e14ff64f93518f8,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,12,S3R24L64_N12_B08_exploitation_reference,R23_N12_C00144,N12_R23_N12_C00144_known_best_mutation,known_best_mutation,combined108_known_best_mutation,parity_preserving_swap_028,exploitation_reference,diversity,0.7810377734675663,0.26888087694089713,0.2513889230262968,0.2649177720057919,0.2702018500394803,0.36728543909600647,0.20698348582316406,0.03807847443036909,0.5121568965266692,0.5296488504412695,0.015151515151515152,S3R19B28_N12_B01_surrogate_top,-0.07004918305417285,"[1,9,11,7,5,3,2,0,4,6,8,10]",1-9-11-7-5-3-2-0-4-6-8-10,aa8720987a6b16ec,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,16,S3R24L64_N16_B01_top_region,R23_N16_C00233,N16_R23_N16_C00233_known_best_mutation,known_best_mutation,combined108_known_best_mutation,rotate_sequence_210,top_region_local_search,top_region_local_search,0.7198210527139253,0.3436677584097678,0.32459193327155444,0.24944260533792836,0.2523899753757244,0.37798266502178,0.17503007569480147,0.09595258392917495,0.37615329430415745,0.3952291194423708,0.15,N16_A03_greedy_maximin_distance,-0.13561372989477039,"[0,1,3,5,7,9,11,13,15,2,4,6,8,10,12,14]",0-1-3-5-7-9-11-13-15-2-4-6-8-10-12-14,e58393cf80938931,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,16,S3R24L64_N16_B02_top_region,R23_N16_C00240,N16_R23_N16_C00240_known_best_mutation,known_best_mutation,combined108_known_best_mutation,reverse_segment_225,top_region_local_search,top_region_local_search,0.7640632676878973,0.2957550899627862,0.2772326857956703,0.2694865135622116,0.26716742564572876,0.37474099653085885,0.19492001141784307,0.06927579526427896,0.46830817772511113,0.48683058189222705,0.05,S3R19B28_N16_B02_u2_primary_top,-0.09137151492079831,"[8,6,4,2,10,12,14,0,1,3,5,7,9,11,13,15]",8-6-4-2-10-12-14-0-1-3-5-7-9-11-13-15,d8810e347c863a0b,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
