run_id,batch_option,batch_name,n,handoff_strategy_name,original_run38_candidate_id,original_run38_strategy_name,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,native_validation_N,N24_N40_focused,overnight_batch60,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B01_n24_u2_near,R38_N24_C01154,N24_R38_N24_C01154_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,N24_calibration_neighborhood,0.766496062249061,0.7340384247852163,-2.0917774538199105,0.621614418573802,0.0348849987964478,0.0324576374638446,0.1304347826086956,S3R19B28_N24_B06_uncertainty_calibration,True,True,True,"[23,21,19,17,15,13,1,3,5,7,9,11,0,2,4,6,8,10,12,14,16,18,20,22]",23-21-19-17-15-13-1-3-5-7-9-11-0-2-4-6-8-10-12-14-16-18-20-22,20f0cfa79dbd908a,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B02_n24_u2_near,R38_N24_C01161,N24_R38_N24_C01161_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,N24_calibration_neighborhood,0.7666552121269608,0.7311694503325412,-1.8315011734763784,0.6179855219019444,0.0338786511274875,0.0354857617944195,0.1014492753623188,S3R34N32INF_N24_B03_hybrid_agree,True,True,True,"[22,20,18,16,14,12,10,8,6,4,2,0,11,17,15,13,1,3,5,7,9,19,21,23]",22-20-18-16-14-12-10-8-6-4-2-0-11-17-15-13-1-3-5-7-9-19-21-23,8f5a56f5e692f4e9,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B03_n24_u2_near,R38_N24_C00319,N24_R38_N24_C00319_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,N24_calibration_neighborhood,0.7675924413651062,0.7518630874658587,-2.209861704458793,0.6173975777923468,0.0508205013159547,0.0157293538992474,0.0217391304347826,S3R34N32INF_N24_B11_n24_calibration,True,True,True,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,18,16,14,12,20]",22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-18-16-14-12-20,99dd3ff3d40a7fda,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B04_n24_u2_near,R38_N24_C00377,N24_R38_N24_C00377_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,N24_calibration_neighborhood,0.7675924413651062,0.7518630874658587,-2.214981590708097,0.6173975777923468,0.0508205013159547,0.0157293538992474,0.0217391304347826,S3R34N32INF_N24_B11_n24_calibration,True,True,True,"[22,11,1,9,7,5,3,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-9-7-5-3-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16-18-20,522de358bb7a8a67,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B05_n24_u2_near,R38_N24_C00495,N24_R38_N24_C00495_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,N24_calibration_neighborhood,0.7701538178930348,0.7469406385642299,-2.1796186938881874,0.616580012186056,0.0517329618209004,0.0232131793288049,0.0108695652173913,S3R34N32INF_N24_B10_n24_calibration,True,True,True,"[20,22,11,1,3,5,7,9,13,15,17,19,21,23,4,2,0,6,8,10,12,14,16,18]",20-22-11-1-3-5-7-9-13-15-17-19-21-23-4-2-0-6-8-10-12-14-16-18,46b6e477e4e536e0,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B06_n24_u2_near,R38_N24_C01152,N24_R38_N24_C01152_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,N24_calibration_neighborhood,0.7660623397215885,0.730420095070063,-1.8146602263053255,0.6148605907941975,0.0331258452763401,0.0356422446515255,0.0760869565217391,S3R34N32INF_N24_B08_n24_calibration,True,True,True,"[22,20,18,16,14,12,10,8,6,4,2,0,11,15,13,1,3,5,7,9,17,19,21,23]",22-20-18-16-14-12-10-8-6-4-2-0-11-15-13-1-3-5-7-9-17-19-21-23,e1c4d764f48828dd,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B07_n24_u2_near,R38_N24_C01129,N24_R38_N24_C01129_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,N24_calibration_neighborhood,0.7621102270131226,0.714356115795447,-1.810101725161076,0.6133147210665646,0.0723173392715217,0.0477541112176755,0.0833333333333333,S3R34N32INF_N24_B08_n24_calibration,True,True,True,"[23,22,20,18,16,14,12,10,8,6,4,2,0,11,9,7,5,3,1,13,15,17,19,21]",23-22-20-18-16-14-12-10-8-6-4-2-0-11-9-7-5-3-1-13-15-17-19-21,effa6d39473b8bb7,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B08_n24_u2_near,R38_N24_C00437,N24_R38_N24_C00437_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,N24_calibration_neighborhood,0.7579394305404608,0.7378849757709017,-2.197161781291167,0.614846473221906,0.0589984682975323,0.020054454769559,0.0760869565217391,S3R34N32INF_N24_B10_n24_calibration,True,True,True,"[20,22,11,1,3,5,7,23,21,19,17,15,13,9,0,2,4,6,8,10,12,14,16,18]",20-22-11-1-3-5-7-23-21-19-17-15-13-9-0-2-4-6-8-10-12-14-16-18,e74bdb4d6daa213a,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B09_hybrid_agree,R38_N24_C01714,N24_R38_N24_C01714_hybrid_gnn_surrogate_agreement,hybrid_gnn_surrogate_agreement,even_odd,hybrid_gnn_surrogate_agreement,hybrid_gnn_surrogate_agreement,0.5488513808883769,0.6049445394246524,-2.0638489859799543,0.4774667374166232,0.0878263292692524,0.0560931585362755,0.1557971014492753,S3R34N32INF_N24_B03_hybrid_agree,True,True,True,"[2,18,20,16,12,6,4,10,0,8,22,14,7,1,9,15,17,13,11,3,19,21,23,5]",2-18-20-16-12-6-4-10-0-8-22-14-7-1-9-15-17-13-11-3-19-21-23-5,43dd1861f2bc5bf9,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B10_surrogate_top,R38_N24_C02781,N24_R38_N24_C02781_surrogate_top_predicted,surrogate_top_predicted,even_odd,surrogate_top_predicted,surrogate_top_predicted,0.549548344017094,0.5830607574310722,-2.1716979828973613,0.477651656590016,0.1079429831270142,0.0335124134139782,0.1884057971014492,S3R34N32INF_N24_B01_graph_pointer,True,True,True,"[2,4,16,12,10,8,18,22,6,20,14,0,13,17,19,23,15,11,5,9,21,1,3,7]",2-4-16-12-10-8-18-22-6-20-14-0-13-17-19-23-15-11-5-9-21-1-3-7,6d184d82a7abad45,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B11_hybrid_agree,R38_N24_C02814,N24_R38_N24_C02814_hybrid_gnn_surrogate_agreement,hybrid_gnn_surrogate_agreement,even_odd,hybrid_gnn_surrogate_agreement,hybrid_gnn_surrogate_agreement,0.5641759958791208,0.5387612253559542,-2.212631749610106,0.4762573090681308,0.1170498760432141,0.0254147705231666,0.1956521739130435,S3R34N32INF_N24_B07_sentinel,True,True,True,"[14,12,0,4,8,18,22,10,6,20,16,2,1,5,9,19,23,11,3,21,7,17,15,13]",14-12-0-4-8-18-22-10-6-20-16-2-1-5-9-19-23-11-3-21-7-17-15-13,9b849ad6165f9a07,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B12_surrogate_top,R38_N24_C02130,N24_R38_N24_C02130_surrogate_top_predicted,surrogate_top_predicted,even_odd,surrogate_top_predicted,surrogate_top_predicted,0.5588094971001222,0.5475673264377401,-2.120067998766899,0.4715414241559673,0.0991306479363893,0.011242170662382,0.1739130434782608,S3R24L64_N24_B05_top_region,True,True,True,"[4,10,0,18,20,22,12,8,16,14,6,2,1,11,3,15,13,23,7,5,17,19,9,21]",4-10-0-18-20-22-12-8-16-14-6-2-1-11-3-15-13-23-7-5-17-19-9-21,efb35261339af161,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
