run_id,batch_option,batch_name,n,handoff_strategy_name,original_run48_candidate_id,original_run48_strategy_name,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,strict_penalty_guard_prediction,two_stage_guarded_prediction,no_penalty_worse_than_median_prediction,u2_primary_prediction,u2_guarded_prediction,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,predicted_mises_guarded_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,native_validation_N,N24_N40_focused,stricter_penalty_guard,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B01_strict_guard,R48_N24_C01305,N24_R48_N24_C01305_strict_penalty_guard_top,strict_penalty_guard_top,existing_pool_selection,strict_penalty_guard_top,constrained_reward_balance,0.7530076114060488,0.7506545868313796,0.7517580721810961,0.7435510896669183,0.7496201072708881,0.7542174412737236,0.7435510896669183,0.7530076114060488,0.7530076114060488,0.7246264373845893,0.8563327032136105,0.7524249081924382,0.0215237109983553,0.0283811740214594,0.4583333333333333,S3R39N2440B60_N24_B04_n24_u2_near,True,True,True,"[22,23,21,19,11,1,3,5,7,9,13,15,17,0,2,4,6,8,10,12,14,16,18,20]",22-23-21-19-11-1-3-5-7-9-13-15-17-0-2-4-6-8-10-12-14-16-18-20,dfa52b5d51149bcf,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B02_strict_guard,R48_N24_C00088,N24_R48_N24_C00088_strict_penalty_guard_top,strict_penalty_guard_top,existing_pool_selection,strict_penalty_guard_top,constrained_reward_balance,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7270252527081924,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.0295160719711025,0.0277184337141879,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,"[22,17,9,7,15,13,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-17-9-7-15-13-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,035b59d26fca2650,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B03_strict_guard,R48_N24_C01021,N24_R48_N24_C01021_strict_penalty_guard_local_search,strict_penalty_guard_local_search,offline_mutation_or_pointer_proxy,strict_penalty_guard_local_search,constrained_reward_balance,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7270252527081924,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.034627657761734,0.0277184337141879,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,18,16,14,12,10,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-18-16-14-12-10-20,184ebe2a9c435006,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B04_strict_guard,R48_N24_C00627,N24_R48_N24_C00627_strict_penalty_guard_local_search,strict_penalty_guard_local_search,offline_mutation_or_pointer_proxy,strict_penalty_guard_local_search,constrained_reward_balance,0.7338400900900907,0.7269086156099395,0.7290343126798828,0.7113400900900907,0.7245389044804499,0.7333864038897125,0.7113400900900907,0.7338400900900907,0.7338400900900907,0.7062256169212696,0.8147448015122873,0.7314539842299773,0.0310139806967255,0.027614473168821,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,14,16,10,12,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-14-16-10-12-18-20,f5ce42c91ade39b8,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B05_two_stage,R48_N24_C00243,N24_R48_N24_C00243_two_stage_guarded_top,two_stage_guarded_top,existing_pool_selection,two_stage_guarded_top,constrained_reward_balance,0.7338400900900907,0.7269086156099395,0.7290343126798828,0.7113400900900907,0.7245389044804499,0.7333864038897125,0.7113400900900907,0.7338400900900907,0.7338400900900907,0.7062256169212696,0.8147448015122873,0.7314539842299773,0.0351980381836538,0.027614473168821,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,12,14,8,10,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-12-14-8-10-16-18-20,64b969aa739ec4ad,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B06_two_stage,R48_N24_C02896,N24_R48_N24_C02896_two_stage_guarded_top,two_stage_guarded_top,existing_pool_selection,two_stage_guarded_top,constrained_reward_balance,0.7228193623310815,0.7158878878509303,0.7180135849208735,0.7003193623310815,0.7135181767214407,0.7223656761307033,0.7003193623310815,0.7228193623310815,0.7228193623310815,0.6956457182726208,0.8147448015122873,0.720433256470968,0.034148103289178,0.0271736440584606,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,"[22,17,15,13,9,3,5,7,1,11,19,21,23,0,2,4,6,8,10,14,12,16,18,20]",22-17-15-13-9-3-5-7-1-11-19-21-23-0-2-4-6-8-10-14-12-16-18-20,8cc6847a7550c326,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B07_two_stage,R48_N24_C00302,N24_R48_N24_C00302_two_stage_guarded_local_search,two_stage_guarded_local_search,offline_mutation_or_pointer_proxy,two_stage_guarded_local_search,constrained_reward_balance,0.7560853794642858,0.749516853944437,0.7517786568744937,0.7335853794642858,0.7403221900739266,0.7565390656646638,0.7335853794642858,0.7560853794642858,0.7560853794642858,0.7275810947204969,0.8374291115311909,0.7539714853243991,0.0288262480981637,0.0285042847437888,0.0833333333333333,S3R44CNS_N24_B16_uncertainty,True,True,True,"[18,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,22,20]",18-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-22-20,f65a516852ba4deb,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B08_two_stage,R48_N24_C01679,N24_R48_N24_C01679_two_stage_guarded_local_search,two_stage_guarded_local_search,offline_mutation_or_pointer_proxy,two_stage_guarded_local_search,constrained_reward_balance,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7270252527081924,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.0319002685264873,0.0277184337141879,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,12,10,8,6,4,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-12-10-8-6-4-14-16-18-20,4aca82a4b5a13c0f,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B09_median_guard,R48_N24_C01000,N24_R48_N24_C01000_no_penalty_worse_than_median,no_penalty_worse_than_median,offline_mutation_or_pointer_proxy,no_penalty_worse_than_median,constrained_reward_balance,0.7625931064993566,0.7560245809795079,0.7582863839095646,0.7400931064993567,0.7536299171089975,0.7630467926997346,0.7400931064993567,0.7625931064993566,0.7625931064993566,0.7338285126741649,0.8374291115311909,0.76047921235947,0.0255333237373012,0.0287645938251916,0.375,S3R44CNS_N24_B14_hybrid_disagree,True,True,True,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-11-1-3-5-7-9-13-15-17-23-0-2-4-6-8-10-12-14-16-18-20,22fe0ffd756973ac,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
run_49_run48_stricter_constrained_N24_N40_batch32_handoff_package,stricter_constrained_N24_N40_batch32,stage3_run49_stricter_constrained_N24_N40_batch32_v01,24,S3R49SCN_N24_B10_median_guard,R48_N24_C00208,N24_R48_N24_C00208_no_penalty_worse_than_median,no_penalty_worse_than_median,offline_mutation_or_pointer_proxy,no_penalty_worse_than_median,constrained_reward_balance,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7270252527081924,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.0322572698639748,0.0277184337141879,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,"[22,13,9,17,15,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-13-9-17-15-7-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,14753eeb4f27414a,False,NOT_RUN,Run49 handoff only. Stricter constrained N24/N40 batch32 candidate is not teacher-validated.
