run_id,batch_option,batch_name,n,handoff_strategy_name,original_run53_candidate_id,original_run53_strategy_name,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,calibrated_reward_prediction,penalty_repair_prediction,N24_u2_retention_prediction,N40_strict_reward_retention_prediction,two_stage_repair_prediction,median_guard_prediction,u2_primary_prediction,strict_penalty_guard_prediction,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,predicted_mises_guarded_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,native_validation_N,N24_N40_focused,calibrated_batch64,overnight_batch64,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B01_n24_u2ret_top,R53_N24_C03088,N24_R53_N24_C03088_N24_u2_retention_top,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.834645669291339,0.8283598044520194,0.8280317751514523,0.8329790813896376,0.8292475123915279,0.8289544594614713,0.812145669291339,0.835099355491717,0.8280771437714902,0.812145669291339,0.834645669291339,0.834645669291339,0.802998972954468,0.8374291115311909,0.8325317751514523,0.0373127344399033,0.031646696336871,0.25,S3R49SCN_N24_B09_median_guard,True,True,True,True,"[22,21,19,9,7,5,3,1,11,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-9-7-5-3-1-11-13-15-17-23-0-2-4-6-8-10-12-14-16-18-20,3f15ea0b5ac9b57f,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B02_n24_u2ret_top,R53_N24_C01581,N24_R53_N24_C01581_N24_u2_retention_top,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.834645669291339,0.8283598044520194,0.8280317751514523,0.8329790813896376,0.8292475123915279,0.8289544594614713,0.812145669291339,0.835099355491717,0.8280771437714902,0.812145669291339,0.834645669291339,0.834645669291339,0.802998972954468,0.8374291115311909,0.8325317751514523,0.0378112301520239,0.031646696336871,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,True,"[22,21,19,13,9,7,5,3,1,11,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-13-9-7-5-3-1-11-15-17-23-0-2-4-6-8-10-12-14-16-18-20,44fe201c939925b0,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B03_n24_u2ret_top,R53_N24_C00485,N24_R53_N24_C00485_N24_u2_retention_top,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.834645669291339,0.8191598044520194,0.8280317751514523,0.8329790813896376,0.8292475123915279,0.8289544594614713,0.812145669291339,0.835099355491717,0.8280771437714902,0.812145669291339,0.834645669291339,0.834645669291339,0.802998972954468,0.8374291115311909,0.8325317751514523,0.0391710823307304,0.031646696336871,0.0833333333333333,S3R49SCN_N24_B09_median_guard,True,True,True,True,"[22,21,19,11,5,3,1,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-11-5-3-1-7-9-13-15-17-23-0-2-4-6-8-10-12-14-16-18-20,3486081ff7cca159,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B04_n24_u2ret_top,R53_N24_C01750,N24_R53_N24_C01750_N24_u2_retention_top,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.834645669291339,0.8191598044520194,0.8280317751514523,0.8329790813896376,0.8292475123915279,0.8289544594614713,0.812145669291339,0.835099355491717,0.8280771437714902,0.812145669291339,0.834645669291339,0.834645669291339,0.802998972954468,0.8374291115311909,0.8325317751514523,0.028947963991364,0.031646696336871,0.0833333333333333,S3R49SCN_N24_B09_median_guard,True,True,True,True,"[22,21,17,11,1,3,5,7,9,13,15,19,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-17-11-1-3-5-7-9-13-15-19-23-0-2-4-6-8-10-12-14-16-18-20,f763096911138bb1,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B05_n24_u2ret_repair,R53_N24_C03455,N24_R53_N24_C03455_N24_u2_retention_local_repair,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.834645669291339,0.8283598044520194,0.8280317751514523,0.8329790813896376,0.8292475123915279,0.8289544594614713,0.812145669291339,0.835099355491717,0.8280771437714902,0.812145669291339,0.834645669291339,0.834645669291339,0.802998972954468,0.8374291115311909,0.8325317751514523,0.0407288731042817,0.031646696336871,0.1666666666666666,S3R49SCN_N24_B09_median_guard,True,True,True,True,"[22,21,19,11,7,5,3,1,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-11-7-5-3-1-9-13-15-17-23-0-2-4-6-8-10-12-14-16-18-20,1d74bffa8267ba94,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B06_n24_u2ret_repair,R53_N24_C00352,N24_R53_N24_C00352_N24_u2_retention_local_repair,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.834645669291339,0.8241598044520194,0.8280317751514523,0.8329790813896376,0.8292475123915279,0.8289544594614713,0.812145669291339,0.835099355491717,0.8280771437714902,0.812145669291339,0.834645669291339,0.834645669291339,0.802998972954468,0.8374291115311909,0.8325317751514523,0.0331221765516562,0.031646696336871,0.125,S3R44CNS_N24_B07_surfacet_guarded,True,True,True,True,"[22,21,19,15,13,9,7,5,3,1,11,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-15-13-9-7-5-3-1-11-17-23-0-2-4-6-8-10-12-14-16-18-20,dba4df19fba81697,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B07_n24_u2ret_repair,R53_N24_C00579,N24_R53_N24_C00579_N24_u2_retention_local_repair,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.8162137935883014,0.8136974939663733,0.8135129429266756,0.8157211187300782,0.8140765062537078,0.8139138881062598,0.8067572718491709,0.8166674797886794,0.8135583115467134,0.8067572718491709,0.8162137935883014,0.8162137935883014,0.7853043722795519,0.8374291115311909,0.8154042472745018,0.0274011164063602,0.0309094213087495,0.1666666666666666,S3R49SCN_N24_B09_median_guard,True,True,True,True,"[22,21,19,11,1,3,5,7,9,13,15,17,23,6,4,2,0,8,10,12,14,16,18,20]",22-21-19-11-1-3-5-7-9-13-15-17-23-6-4-2-0-8-10-12-14-16-18-20,b876eff94f252d69,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B08_n24_u2ret_repair,R53_N24_C02667,N24_R53_N24_C02667_N24_u2_retention_local_repair,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.8100437640607424,0.8081557253083795,0.8079950873121601,0.8097467413764322,0.8084499549870184,0.8083090759700051,0.8027611553650902,0.8104974502611204,0.808040455932198,0.8027611553650902,0.8100437640607424,0.8100437640607424,0.7793811439330952,0.8374291115311909,0.8094516090512907,0.0086845131829781,0.0306626201276472,0.1666666666666666,S3R49SCN_N24_B09_median_guard,True,True,True,True,"[22,21,19,11,1,3,5,7,23,17,15,13,9,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-11-1-3-5-7-23-17-15-13-9-0-2-4-6-8-10-12-14-16-18-20,d1ed11eee042f1de,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B09_penalty_repair,R53_N24_C04779,N24_R53_N24_C04779_penalty_repair_top,penalty_repair_top,existing_pool_selection,penalty_repair_top,constrained_reward_balance,0.7984928641732277,0.7919181524530008,0.7916974955531899,0.7963483934737947,0.7927922498064981,0.7925899341165169,0.7759928641732278,0.7983416354397683,0.7916823726798441,0.7759928641732278,0.7984928641732277,0.7984928641732277,0.7682922800410812,0.8223062381852552,0.7961974955531899,0.026373496835977,0.0302005841321465,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,True,"[22,17,13,15,9,7,5,3,1,11,21,19,23,0,2,4,6,8,10,12,14,16,18,20]",22-17-13-15-9-7-5-3-1-11-21-19-23-0-2-4-6-8-10-12-14-16-18-20,7e3ca6ba29b7babb,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
run_54_run53_calibrated_N24_N40_batch64_handoff_package,calibrated_N24_N40_batch64,stage3_run54_calibrated_N24_N40_batch64_v01,24,S3R54CAL64_N24_B10_penalty_repair,R53_N24_C00488,N24_R53_N24_C00488_penalty_repair_top,penalty_repair_top,existing_pool_selection,penalty_repair_top,constrained_reward_balance,0.7947105244656913,0.7786469658645572,0.7877336813655023,0.7920881709685268,0.788707452632043,0.7885958741821375,0.7722105244656914,0.7939543807983945,0.7876580669987727,0.7722105244656914,0.7947105244656913,0.7947105244656913,0.7646612339218463,0.8071833648393194,0.7922336813655023,0.0325594441670317,0.030049290543845,0.0833333333333333,S3R44CNS_N24_B16_uncertainty,True,True,True,True,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,8,4,6,2,10,12,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-8-4-6-2-10-12-14-16-18-20,082e390df9d4974a,False,NOT_RUN,Run54 handoff only. Calibrated N24/N40 batch64 candidate is not teacher-validated.
