run_id,batch_option,batch_name,n,handoff_strategy_name,original_run58_candidate_id,original_run58_strategy_name,candidate_source,generation_method,selection_bucket,priority_role,source_from_original_option_A,added_as_extra_N24,surrogate_prediction,N40_u2_reward_retention_prediction,N40_penalty_repair_prediction,N40_two_stage_penalty_repair_prediction,N40_median_guard_prediction,N24_maintenance_prediction,u2_primary_prediction,constrained_reward_prediction,strict_penalty_guard_prediction,penalty_repair_prediction,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,native_validation_N,N40_focused,N24_maintenance,calibrated_penalty_repair,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B01_n24_diversity,R58_N24_C01099,N24_R58_N24_C01099_N24_diversity_coverage,N24_diversity_coverage,offline_mutation_or_pointer_proxy,N24_diversity_coverage,constrained_reward_balance,True,False,0.3580267295597486,0.3880492506114756,0.3739041354714173,0.0850193345697947,0.3442223817336616,0.4056435086455022,0.4250966728489735,0.3825199573480284,0.3806315843457943,0.3739041354714173,0.3637056603773587,0.6767485822306238,0.3767263686729982,0.0956088668273986,0.00567893081761,0.75,S3R39N2440B60_N24_B29_uncertainty,True,True,True,True,"[1,6,11,16,21,2,7,12,17,22,3,8,13,18,23,4,9,14,19,0,5,10,15,20]",1-6-11-16-21-2-7-12-17-22-3-8-13-18-23-4-9-14-19-0-5-10-15-20,e0e1ba69329bec9f,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B02_n24_penalty,R58_N24_C02717,N24_R58_N24_C02717_N24_penalty_repair_diagnostic,N24_penalty_repair_diagnostic,offline_mutation_or_pointer_proxy,N24_penalty_repair_diagnostic,constrained_reward_balance,True,False,0.8099056603773584,0.8042050460106287,0.8031102917573205,0.8040027303206477,0.7874056603773585,0.8072296584869992,0.809754431643899,0.8028656320219709,0.8030951688839747,0.8031102917573205,0.7792485643970467,0.8223062381852552,0.8076102917573207,0.0298025695395442,0.0306570959803117,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,True,"[22,17,15,13,9,5,7,3,1,11,19,21,23,0,2,4,6,10,8,12,14,16,18,20]",22-17-15-13-9-5-7-3-1-11-19-21-23-0-2-4-6-10-8-12-14-16-18-20,f957b5762108e291,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B03_n24_penalty,R58_N24_C02934,N24_R58_N24_C02934_N24_penalty_repair_diagnostic,N24_penalty_repair_diagnostic,offline_mutation_or_pointer_proxy,N24_penalty_repair_diagnostic,constrained_reward_balance,True,False,0.8099056603773584,0.8042050460106287,0.8031102917573205,0.8040027303206477,0.7874056603773585,0.8072296584869992,0.809754431643899,0.8028656320219709,0.8030951688839747,0.8031102917573205,0.7792485643970467,0.8223062381852552,0.8076102917573207,0.024849024122997,0.0306570959803117,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,True,"[22,17,15,13,9,7,3,5,1,11,19,21,23,0,2,4,6,8,12,10,14,16,18,20]",22-17-15-13-9-7-3-5-1-11-19-21-23-0-2-4-6-8-12-10-14-16-18-20,c813a3795568c13e,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B04_n24_sentinel,R58_N24_C00004,N24_R58_N24_C00004_N24_sentinel_control,N24_sentinel_control,offline_mutation_or_pointer_proxy,N24_sentinel_control,constrained_reward_balance,True,False,0.0466981132075471,0.0858285479901558,0.0701763740771123,0.0249917965545529,0.0466981132075471,0.1041415914684166,0.1249589827727645,0.0611502871205906,0.078002461033634,0.0701763740771123,0.0648301886792452,0.9565217391304348,0.0701763740771123,0.0813803357615813,0.0181320754716981,0.0,N24_A01_raster_left_to_right,True,True,True,True,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23,1285a2fd4be5bc11,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B05_n24_maint,R58_N24_C00513,N24_R58_N24_C00513_N24_u2_reward_maintenance,N24_u2_reward_maintenance,offline_mutation_or_pointer_proxy,N24_u2_reward_maintenance,constrained_reward_balance,True,False,0.8163522012578619,0.8100466719572947,0.8091938836775215,0.810025830747465,0.7938522012578619,0.8127881842446294,0.8149911426567277,0.8087919460593741,0.8090577778174082,0.8091938836775215,0.7854372436423299,0.7920604914933838,0.8136938836775216,0.0272671549816852,0.0309149576155319,0.1666666666666666,S3R49SCN_N24_B09_median_guard,True,True,True,True,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,10,12,6,8,2,4,14,16,18,20]",22-21-19-11-1-3-5-7-9-13-15-17-23-0-10-12-6-8-2-4-14-16-18-20,ca3ea4f9584d6dd0,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B06_n24_maint,R58_N24_C00853,N24_R58_N24_C00853_N24_u2_reward_maintenance,N24_u2_reward_maintenance,offline_mutation_or_pointer_proxy,N24_u2_reward_maintenance,constrained_reward_balance,True,False,0.8163522012578619,0.8100466719572947,0.8091938836775215,0.810025830747465,0.7938522012578619,0.8127881842446294,0.8149911426567277,0.8087919460593741,0.8090577778174082,0.8091938836775215,0.7854372436423299,0.7920604914933838,0.8136938836775216,0.0234662890585089,0.0309149576155319,0.1666666666666666,S3R49SCN_N24_B09_median_guard,True,True,True,True,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,2,4,14,16,10,12,6,8,18,20]",22-21-19-11-1-3-5-7-9-13-15-17-23-0-2-4-14-16-10-12-6-8-18-20,3a1f8675972559a5,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B07_n24_maint,R58_N24_C02529,N24_R58_N24_C02529_N24_u2_reward_maintenance,N24_u2_reward_maintenance,offline_mutation_or_pointer_proxy,N24_u2_reward_maintenance,constrained_reward_balance,True,False,0.8163522012578619,0.8101979006907541,0.8092846209175971,0.8101316908608864,0.7938522012578619,0.8130101880253477,0.8152936001236464,0.8089220027701493,0.8091787608041756,0.8092846209175971,0.7854372436423299,0.7996219281663516,0.8137846209175972,0.0380095531858839,0.0309149576155319,0.1666666666666666,S3R49SCN_N24_B09_median_guard,True,True,True,True,"[22,21,19,11,1,3,5,7,15,13,9,17,23,0,2,4,10,8,6,12,14,16,18,20]",22-21-19-11-1-3-5-7-15-13-9-17-23-0-2-4-10-8-6-12-14-16-18-20,23cf60e76bb66347,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B08_n24_uncertainty,R58_N24_C02665,N24_R58_N24_C02665_N24_uncertainty_calibration,N24_uncertainty_calibration,offline_mutation_or_pointer_proxy,N24_uncertainty_calibration,constrained_reward_balance,True,False,0.7101119721473497,0.7063395241322268,0.704473503338276,0.7055587585367638,0.6876119721473497,0.7102665184611493,0.713817076117104,0.7047301668543441,0.7048440137352514,0.704473503338276,0.6843161889136296,0.831758034026465,0.7089735033382759,0.0325537283312551,0.0257957832337201,0.1666666666666666,S3R44CNS_N24_B16_uncertainty,True,True,True,True,"[22,20,15,13,9,7,5,3,1,11,19,21,23,0,4,2,6,8,10,12,14,16,18,17]",22-20-15-13-9-7-5-3-1-11-19-21-23-0-4-2-6-8-10-12-14-16-18-17,173735b4864ea3a7,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B09_n24_diversity,R58_N24_C00517,N24_R58_N24_C00517_N24_diversity_coverage,N24_diversity_coverage,offline_mutation_or_pointer_proxy,N24_diversity_coverage,constrained_reward_balance,False,True,0.3443396226415095,0.372740559228552,0.3590235245146836,0.0815257695188501,0.3348831009023791,0.3891588248240151,0.4076288475942505,0.3676549676320577,0.3656456288281395,0.3590235245146836,0.3505660377358491,0.5822306238185255,0.3617943743170551,0.0791175654428281,0.0062264150943396,0.8333333333333334,S3R39N2440B60_N24_B16_surrogate_top,True,True,True,True,"[21,14,7,0,17,10,3,20,13,6,23,16,9,2,19,12,5,22,15,8,1,18,11,4]",21-14-7-0-17-10-3-20-13-6-23-16-9-2-19-12-5-22-15-8-1-18-11-4,c8e65c9c58288448,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
run_59_run58_N40_focused_calibrated_penalty_repair_batch40_handoff_package,custom_N40_focused_calibrated_penalty_repair_batch40,stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01,24,S3R59N40PR40_N24_B10_n24_penalty,R58_N24_C00493,N24_R58_N24_C00493_N24_penalty_repair_diagnostic,N24_penalty_repair_diagnostic,offline_mutation_or_pointer_proxy,N24_penalty_repair_diagnostic,constrained_reward_balance,False,True,0.7347169811320757,0.729243209865535,0.7280577183721514,0.7289728412454973,0.7122169811320758,0.732373984912794,0.7350194385989944,0.7278720378428508,0.7280879641188432,0.7280577183721514,0.7070674323215752,0.833648393194707,0.7325577183721513,0.0364262207916204,0.0276495488105005,0.3333333333333333,S3R44CNS_N24_B15_uncertainty,True,True,True,True,"[22,14,12,10,8,6,4,2,0,23,21,19,11,1,3,5,7,9,13,15,17,16,18,20]",22-14-12-10-8-6-4-2-0-23-21-19-11-1-3-5-7-9-13-15-17-16-18-20,fcbafd8c402f16e8,False,NOT_RUN,Run59 handoff only. Custom N40-focused calibrated penalty-repair batch40 candidate is not teacher-validated.
